PFI,FEATURE_ID,PARENT_FEA,FEATURE_TY,FEATURE_SU,FEATURE_ST,NAME,NAME_LABEL,PARENT_NAM,CHILD_EXIS,AUTH_ORG_C,AUTH_ORG_I,AUTH_ORG_V,VMADD_PFI,VICNAMES_I,VICNAMES_S,THEME1,THEME2,STATE,CREATE_DAT,SUPERCEDED,CREATE_DA0,OBJECTID
137193,137193,,emergency facility,police station,,DIMBOOLA POLICE STATION,Dimboola Police Station,,,107,WDB,"""2021-04-20T00:00:00.000Z""",52232390,7470,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887992
137231,137231,,emergency facility,police station,,DONALD POLICE STATION,Donald Police Station,,,107,WDO,"""2021-04-20T00:00:00.000Z""",54145593,7664,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887993
137238,137238,,emergency facility,police station,,DONCASTER POLICE STATION,Doncaster Police Station,,,107,EDC,"""2021-04-20T00:00:00.000Z""",52125638,7681,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887994
137251,137251,,emergency facility,police station,,DOOKIE POLICE STATION,Dookie Police Station,,,107,EDI,"""2021-04-20T00:00:00.000Z""",134122568,7733,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887995
137283,137283,,emergency facility,police station,,DROMANA POLICE STATION,Dromana Police Station,,,107,SDA,"""2021-04-20T00:00:00.000Z""",53632586,7851,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887996
137291,137291,,emergency facility,police station,,DROUIN POLICE STATION,Drouin Police Station,,,107,EDR,"""2021-04-20T00:00:00.000Z""",52117161,7866,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887997
137306,137306,,emergency facility,police station,,DRYSDALE POLICE STATION,Drysdale Police Station,,,107,WDS,"""2021-04-20T00:00:00.000Z""",53172605,7952,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887998
137328,137328,,emergency facility,police station,,DUNKELD POLICE STATION,Dunkeld Police Station,,,107,WDK,"""2021-04-20T00:00:00.000Z""",54240838,8047,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887999
137337,137337,,emergency facility,police station,,DUNOLLY POLICE STATION,Dunolly Police Station,,,107,WDY,"""2021-04-20T00:00:00.000Z""",54250911,8083,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888000
137416,137416,,emergency facility,police station,,ECHUCA POLICE STATION,Echuca Police Station,,,107,WEC,"""2021-04-20T00:00:00.000Z""",53966260,8299,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888001
137442,137442,,emergency facility,police station,,EDENHOPE POLICE STATION,Edenhope Police Station,,,107,WEP,"""2021-04-20T00:00:00.000Z""",54279625,8335,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888002
137471,137471,,emergency facility,police station,,EILDON POLICE STATION,Eildon Police Station,,,107,EEN,"""2021-04-20T00:00:00.000Z""",53151946,8401,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888003
137512,137512,,emergency facility,police station,,ELMHURST POLICE STATION,Elmhurst Police Station,,,107,WET,"""2021-04-20T00:00:00.000Z""",134102384,8487,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888004
137515,137515,,emergency facility,police station,,ELMORE POLICE STATION,Elmore Police Station,,,107,WEM,"""2021-04-20T00:00:00.000Z""",125511507,8498,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888005
137526,137526,,emergency facility,police station,,ELTHAM POLICE STATION,Eltham Police Station,,,107,NEM,"""2021-04-20T00:00:00.000Z""",50554160,8537,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888006
137539,137539,,emergency facility,police station,,EMERALD POLICE STATION,Emerald Police Station,,,107,SED,"""2021-04-20T00:00:00.000Z""",421714395,8559,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888007
137572,137572,78732,emergency facility,police station,,ENDEAVOUR HILLS POLICE STATION,Endeavour Hills Police Station,,,107,SEN,"""2021-04-20T00:00:00.000Z""",422531373,-1384106,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888008
137581,137581,,emergency facility,police station,,EPPING POLICE STATION,Epping Police Station,,,107,NEP,"""2021-04-20T00:00:00.000Z""",53157685,8639,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888009
137635,137635,,emergency facility,police station,,EUROA POLICE STATION,Euroa Police Station,,,107,EEU,"""2021-04-20T00:00:00.000Z""",54362672,8748,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888010
137701,137701,,emergency facility,police station,,FALLS CREEK POLICE STATION,Falls Creek Police Station,,,107,EFA,"""2021-04-20T00:00:00.000Z""",420726200,-1384130,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888011
144024,144024,693149,emergency facility,police station,,TALLANGATTA POLICE STATION,Tallangatta Police Station,TALLANGATTA FORESHORE RESERVE,,107,ETA,"""2021-04-20T00:00:00.000Z""",125983937,25987,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888181
144063,144063,,emergency facility,police station,,TANGAMBALANGA POLICE STATION,Tangambalanga Police Station,,,107,ETM,"""2021-04-20T00:00:00.000Z""",54201650,26068,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888182
144106,144106,,emergency facility,police station,,TARNAGULLA POLICE STATION,Tarnagulla Police Station,,,107,WTG,"""2021-04-20T00:00:00.000Z""",54212700,26141,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888183
144133,144133,,emergency facility,police station,,TATURA POLICE STATION,Tatura Police Station,,,107,ETT,"""2021-04-20T00:00:00.000Z""",54744725,26243,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888184
144185,144185,,emergency facility,police station,,TERANG POLICE STATION,Terang Police Station,,,107,WTN,"""2021-04-20T00:00:00.000Z""",53983439,26431,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888185
612267,612267,,emergency facility,police station,,WEDDERBURN POLICE STATION,Wedderburn Police Station,,,107,WWB,"""2021-04-20T00:00:00.000Z""",52039912,28894,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888203
612322,612322,,emergency facility,police station,,WERRIBEE POLICE STATION,Werribee Police Station,,,107,NWB,"""2021-04-20T00:00:00.000Z""",53642616,29033,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888204
144427,144427,,emergency facility,police station,,TIMBOON POLICE STATION,Timboon Police Station,,,107,WTB,"""2021-04-20T00:00:00.000Z""",54261201,27047,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888186
612333,612333,,emergency facility,police station,,WERRIMULL POLICE STATION,Werrimull Police Station,,,107,WWU,"""2021-04-20T00:00:00.000Z""",134155109,29049,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888205
612423,612423,,emergency facility,police station,,WHITFIELD POLICE STATION,Whitfield Police Station,,,107,EWF,"""2021-04-20T00:00:00.000Z""",54689192,29336,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888206
612428,612428,,emergency facility,police station,,WHITTLESEA POLICE STATION,Whittlesea Police Station,,,107,NWS,"""2021-04-20T00:00:00.000Z""",53572136,29352,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888207
